Date,Open,High,Low,Close
2018-07-16 11:00:00,278.88,279.32,278.84,279.23
2018-07-16 12:00:00,279.23,279.58,279.02,279.55
2018-07-16 13:00:00,279.55,279.64,279.33,279.42
2018-07-16 14:00:00,279.42,279.47,278.87,278.97
2018-07-16 15:00:00,278.97,279.45,278.92,279.35
2018-07-17 09:00:00,278.47,278.96,278.41,278.92
2018-07-17 10:00:00,278.92,279.82,278.92,279.72
2018-07-17 11:00:00,279.72,280.21,279.66,280.18
2018-07-17 12:00:00,280.18,280.63,280.03,280.52
2018-07-17 13:00:00,280.52,280.75,280.41,280.55
2018-07-17 14:00:00,280.55,280.65,280.33,280.36
2018-07-17 15:00:00,280.36,280.91,280.29,280.5
2018-07-18 09:00:00,280.59,280.75,280.25,280.42
2018-07-18 10:00:00,280.42,280.5,280.06,280.43
2018-07-18 11:00:00,280.43,281.11,280.34,281.05
2018-07-18 12:00:00,281.05,281.17,280.89,280.96
2018-07-18 13:00:00,280.96,281.02,280.63,280.82
2018-07-18 14:00:00,280.82,281.09,280.78,281.0
2018-07-18 15:00:00,281.0,281.18,280.94,281.05
2018-07-19 09:00:00,280.31,280.69,279.46,279.78
2018-07-19 10:00:00,279.78,280.21,279.63,280.01
2018-07-19 11:00:00,280.01,280.58,280.01,280.45
2018-07-19 12:00:00,280.45,280.52,279.9,280.09
2018-07-19 13:00:00,280.09,280.57,279.77,280.55
2018-07-19 14:00:00,280.55,280.74,280.11,280.26
2018-07-19 15:00:00,280.26,280.4,279.8,280.01
2018-07-20 09:00:00,279.76,280.04,279.63,280.04
2018-07-20 10:00:00,280.04,280.29,279.77,280.1
2018-07-20 11:00:00,280.1,280.48,279.92,280.18
2018-07-20 12:00:00,280.18,280.27,279.99,280.12
2018-07-20 13:00:00,280.12,280.2,279.79,280.08
2018-07-20 14:00:00,280.08,280.23,279.5,279.89
2018-07-20 15:00:00,279.89,279.93,279.57,279.74
2018-07-23 09:00:00,279.45,279.64,279.14,279.5
2018-07-23 10:00:00,279.5,279.8,279.06,279.51
2018-07-23 11:00:00,279.51,279.98,279.29,279.97
2018-07-23 12:00:00,279.97,280.31,279.85,280.18
2018-07-23 13:00:00,280.18,280.28,279.93,280.17
2018-07-23 14:00:00,280.17,280.37,280.14,280.29
2018-07-23 15:00:00,280.29,280.38,280.12,280.24
2018-07-24 09:00:00,281.73,282.31,281.67,282.03
2018-07-24 10:00:00,282.03,282.55,281.98,282.24
2018-07-24 11:00:00,282.24,282.35,281.5,281.85
2018-07-24 12:00:00,281.85,282.13,281.43,281.54
2018-07-24 13:00:00,281.54,281.75,280.76,281.13
2018-07-24 14:00:00,281.13,281.22,280.63,281.12
2018-07-24 15:00:00,281.12,281.6,280.96,281.57
2018-07-25 09:00:00,281.33,282.05,281.27,281.88
2018-07-25 10:00:00,281.88,281.97,281.41,281.57
2018-07-25 11:00:00,281.57,282.19,281.38,282.18
2018-07-25 12:00:00,282.18,282.44,282.01,282.43
2018-07-25 13:00:00,282.43,282.62,282.1,282.53
2018-07-25 14:00:00,282.53,283.02,282.46,282.78
2018-07-25 15:00:00,282.78,284.37,282.56,284.13
2018-07-26 09:00:00,283.21,283.84,283.09,283.42
2018-07-26 10:00:00,283.42,283.84,283.32,283.83
2018-07-26 11:00:00,283.83,283.96,283.54,283.91
2018-07-26 12:00:00,283.91,284.11,283.19,283.26
2018-07-26 13:00:00,283.26,283.66,283.14,283.4
2018-07-26 14:00:00,283.4,283.62,283.25,283.38
2018-07-26 15:00:00,283.38,283.49,283.12,283.29
2018-07-27 09:00:00,283.71,283.82,283.04,283.06
2018-07-27 10:00:00,283.06,283.29,282.52,282.81
2018-07-27 11:00:00,282.81,282.87,282.47,282.5
2018-07-27 12:00:00,282.5,282.52,280.76,280.83
2018-07-27 13:00:00,280.83,281.52,280.38,281.49
2018-07-27 14:00:00,281.49,281.59,280.73,280.86
2018-07-27 15:00:00,280.86,281.61,280.85,281.46
2018-07-30 09:00:00,281.48,281.69,280.78,280.93
2018-07-30 10:00:00,280.93,281.18,280.53,280.6
2018-07-30 11:00:00,280.6,280.78,280.23,280.45
2018-07-30 12:00:00,280.45,280.45,279.36,279.75
2018-07-30 13:00:00,279.75,280.49,279.38,280.47
2018-07-30 14:00:00,280.47,280.62,279.96,280.12
2018-07-30 15:00:00,280.12,280.25,279.55,279.89
2018-07-31 09:00:00,280.81,281.3,280.55,280.66
2018-07-31 10:00:00,280.66,281.17,280.38,280.79
2018-07-31 11:00:00,280.79,281.61,280.76,281.6
2018-07-31 12:00:00,281.6,282.02,281.6,281.76
2018-07-31 13:00:00,281.76,281.89,281.46,281.71
2018-07-31 14:00:00,281.71,281.78,281.36,281.58
2018-07-31 15:00:00,281.58,281.59,280.87,281.22
2018-08-01 09:00:00,281.52,281.79,281.33,281.62
2018-08-01 10:00:00,281.62,282.13,281.41,281.83
2018-08-01 11:00:00,281.83,281.88,280.85,280.96
2018-08-01 12:00:00,280.96,281.0,280.37,280.74
2018-08-01 13:00:00,280.74,280.88,280.36,280.62
2018-08-01 14:00:00,280.62,281.06,280.13,281.04
2018-08-01 15:00:00,281.04,281.27,280.8,280.92
2018-08-02 09:00:00,279.38,280.05,279.16,279.96
2018-08-02 10:00:00,279.96,280.9,279.94,280.28
2018-08-02 11:00:00,280.28,281.31,280.23,281.21
2018-08-02 12:00:00,281.21,281.95,281.01,281.8
2018-08-02 13:00:00,281.8,282.41,281.8,282.37
2018-08-02 14:00:00,282.37,282.5,282.03,282.24
2018-08-02 15:00:00,282.24,282.58,281.99,282.34
2018-08-03 09:00:00,282.53,282.76,282.33,282.53
2018-08-03 10:00:00,282.53,283.19,282.44,282.73
2018-08-03 11:00:00,282.73,282.99,282.5,282.51
2018-08-03 12:00:00,282.51,283.07,282.49,282.98
2018-08-03 13:00:00,282.98,283.32,282.98,283.29
2018-08-03 14:00:00,283.29,283.35,283.15,283.33
2018-08-03 15:00:00,283.33,283.65,283.3,283.64
2018-08-06 09:00:00,283.56,283.84,283.2,283.76
2018-08-06 10:00:00,283.76,284.03,283.54,284.01
2018-08-06 11:00:00,284.01,284.4,283.84,284.37
2018-08-06 12:00:00,284.37,284.81,284.37,284.79
2018-08-06 13:00:00,284.79,284.98,284.4,284.46
2018-08-06 14:00:00,284.46,284.84,284.38,284.68
2018-08-06 15:00:00,284.68,284.73,284.49,284.68
2018-08-07 09:00:00,285.39,285.69,285.24,285.62
2018-08-07 10:00:00,285.62,286.01,285.51,285.69
2018-08-07 11:00:00,285.69,285.9,285.46,285.72
2018-08-07 12:00:00,285.72,285.96,285.69,285.87
2018-08-07 13:00:00,285.87,285.96,285.57,285.85
2018-08-07 14:00:00,285.85,285.94,285.69,285.84
2018-08-07 15:00:00,285.84,285.89,285.41,285.54
2018-08-08 09:00:00,285.39,285.47,285.04,285.16
2018-08-08 10:00:00,285.16,285.6,284.94,285.58
2018-08-08 11:00:00,285.58,285.76,285.39,285.42
2018-08-08 12:00:00,285.42,285.63,285.21,285.44
2018-08-08 13:00:00,285.44,285.7,285.37,285.68
2018-08-08 14:00:00,285.68,285.77,285.55,285.65
2018-08-08 15:00:00,285.65,285.91,285.37,285.42
2018-08-09 09:00:00,285.53,285.67,285.32,285.51
2018-08-09 10:00:00,285.51,285.97,285.46,285.73
2018-08-09 11:00:00,285.73,285.93,285.21,285.35
2018-08-09 12:00:00,285.35,285.76,285.32,285.72
2018-08-09 13:00:00,285.72,285.86,285.6,285.79
2018-08-09 14:00:00,285.79,285.79,285.56,285.6
2018-08-09 15:00:00,285.6,285.65,284.91,285.06
2018-08-10 09:00:00,283.45,283.91,283.17,283.25
2018-08-10 10:00:00,283.25,283.72,282.96,283.67
2018-08-10 11:00:00,283.67,284.06,283.4,283.7
2018-08-10 12:00:00,283.7,283.76,283.41,283.56
2018-08-10 13:00:00,283.56,283.59,282.72,282.77
2018-08-10 14:00:00,282.77,283.04,282.39,282.64
2018-08-10 15:00:00,282.64,283.6,282.36,283.12
2018-08-13 09:00:00,283.47,283.95,283.35,283.9
2018-08-13 10:00:00,283.9,284.16,283.72,283.78
2018-08-13 11:00:00,283.78,283.91,282.42,282.42
2018-08-13 12:00:00,282.42,282.75,282.07,282.17
2018-08-13 13:00:00,282.17,282.78,281.77,282.45
2018-08-13 14:00:00,282.45,283.13,282.39,282.49
2018-08-13 15:00:00,282.49,282.79,281.94,282.05
2018-08-14 09:00:00,282.92,283.33,282.75,282.99
2018-08-14 10:00:00,282.99,283.99,282.48,283.74
2018-08-14 11:00:00,283.74,283.91,283.44,283.58
2018-08-14 12:00:00,283.58,284.09,283.58,283.67
2018-08-14 13:00:00,283.67,284.07,283.63,284.04
2018-08-14 14:00:00,284.04,284.14,283.72,284.01
2018-08-14 15:00:00,284.01,284.17,283.76,283.86
2018-08-15 09:00:00,282.38,282.52,281.34,281.35
2018-08-15 10:00:00,281.35,281.36,280.15,280.29
2018-08-15 11:00:00,280.29,281.47,280.23,280.61
2018-08-15 12:00:00,280.61,281.69,280.59,281.46
2018-08-15 13:00:00,281.46,281.77,280.94,281.02
2018-08-15 14:00:00,281.02,281.27,280.45,281.26
2018-08-15 15:00:00,281.26,282.1,281.2,281.76
2018-08-16 09:00:00,283.36,283.77,283.36,283.55
2018-08-16 10:00:00,283.55,284.13,283.54,283.95
2018-08-16 11:00:00,283.95,284.62,283.94,284.59
2018-08-16 12:00:00,284.59,285.04,284.4,284.53
2018-08-16 13:00:00,284.53,284.8,284.4,284.47
2018-08-16 14:00:00,284.47,284.61,283.95,284.35
2018-08-16 15:00:00,284.35,284.49,283.72,284.09
2018-08-17 09:00:00,283.83,284.27,283.6,283.91
2018-08-17 10:00:00,283.91,284.02,283.37,283.87
2018-08-17 11:00:00,283.87,284.68,283.66,284.61
2018-08-17 12:00:00,284.61,284.62,284.09,284.11
2018-08-17 13:00:00,284.11,284.54,284.01,284.45
2018-08-17 14:00:00,284.45,285.57,284.42,285.47
2018-08-17 15:00:00,285.47,285.51,284.9,285.02
2018-08-20 09:00:00,285.57,285.75,285.27,285.36
2018-08-20 10:00:00,285.36,285.7,285.06,285.17
2018-08-20 11:00:00,285.17,285.71,285.08,285.52
2018-08-20 12:00:00,285.52,285.82,285.46,285.76
2018-08-20 13:00:00,285.76,285.86,285.62,285.84
2018-08-20 14:00:00,285.84,285.92,285.65,285.76
2018-08-20 15:00:00,285.76,285.97,285.61,285.71
2018-08-21 09:00:00,286.24,286.86,286.19,286.82
2018-08-21 10:00:00,286.82,286.88,286.56,286.65
2018-08-21 11:00:00,286.65,287.0,286.29,286.97
2018-08-21 12:00:00,286.97,287.31,286.96,287.22
2018-08-21 13:00:00,287.22,287.29,286.98,287.11
2018-08-21 14:00:00,287.11,287.14,286.48,286.69
2018-08-21 15:00:00,286.69,286.83,286.11,286.25
2018-08-22 09:00:00,285.87,286.3,285.61,285.77
2018-08-22 10:00:00,285.77,286.52,285.57,286.39
2018-08-22 11:00:00,286.39,286.76,286.33,286.67
2018-08-22 12:00:00,286.67,286.72,286.26,286.41
2018-08-22 13:00:00,286.41,286.53,286.23,286.44
2018-08-22 14:00:00,286.44,286.72,285.98,286.27
2018-08-22 15:00:00,286.27,286.53,286.19,286.2
2018-08-23 09:00:00,285.97,286.75,285.9,286.46
2018-08-23 10:00:00,286.46,286.94,286.37,286.37
2018-08-23 11:00:00,286.37,286.45,285.43,285.66
2018-08-23 12:00:00,285.66,286.14,285.65,285.85
2018-08-23 13:00:00,285.85,285.93,285.62,285.77
2018-08-23 14:00:00,285.77,286.12,285.76,286.0
2018-08-23 15:00:00,286.0,286.15,285.48,285.77
2018-08-24 09:00:00,286.44,286.66,286.38,286.45
2018-08-24 10:00:00,286.45,287.42,286.45,287.19
2018-08-24 11:00:00,287.19,287.6,287.03,287.59
2018-08-24 12:00:00,287.59,287.67,287.42,287.56
2018-08-24 13:00:00,287.56,287.67,287.03,287.38
2018-08-24 14:00:00,287.38,287.57,287.31,287.41
2018-08-24 15:00:00,287.41,287.61,287.27,287.5
2018-08-27 09:00:00,288.86,289.34,288.68,289.3
2018-08-27 10:00:00,289.3,289.68,289.18,289.47
2018-08-27 11:00:00,289.47,289.86,289.24,289.83
2018-08-27 12:00:00,289.83,289.9,289.65,289.83
2018-08-27 13:00:00,289.83,289.85,289.59,289.71
2018-08-27 14:00:00,289.71,289.8,289.57,289.73
2018-08-27 15:00:00,289.73,289.77,289.46,289.72
2018-08-28 09:00:00,290.31,290.42,290.03,290.2
2018-08-28 10:00:00,290.2,290.3,289.66,289.99
2018-08-28 11:00:00,289.99,290.12,289.42,289.45
2018-08-28 12:00:00,289.45,289.86,289.4,289.81
2018-08-28 13:00:00,289.81,290.07,289.6,289.93
2018-08-28 14:00:00,289.93,290.0,289.79,289.95
2018-08-28 15:00:00,289.95,290.05,289.5,289.88
2018-08-29 09:00:00,290.16,290.27,289.89,290.18
2018-08-29 10:00:00,290.18,290.93,289.96,290.88
2018-08-29 11:00:00,290.88,291.58,290.77,291.45
2018-08-29 12:00:00,291.45,291.62,291.32,291.5
2018-08-29 13:00:00,291.5,291.57,291.12,291.15
2018-08-29 14:00:00,291.15,291.42,291.13,291.35
2018-08-29 15:00:00,291.35,291.74,291.35,291.47
2018-08-30 09:00:00,290.94,291.2,290.78,290.88
2018-08-30 10:00:00,290.88,291.36,290.86,291.11
2018-08-30 11:00:00,291.11,291.32,290.5,290.64
2018-08-30 12:00:00,290.64,291.18,290.59,291.14
2018-08-30 13:00:00,291.14,291.34,291.1,291.24
2018-08-30 14:00:00,291.24,291.34,289.88,290.08
2018-08-30 15:00:00,290.08,290.37,289.63,290.24
2018-08-31 09:00:00,289.84,290.3,289.79,290.19
2018-08-31 10:00:00,290.19,290.81,290.17,290.47
2018-08-31 11:00:00,290.47,290.64,289.69,289.71
2018-08-31 12:00:00,289.71,289.77,289.29,289.75
2018-08-31 13:00:00,289.75,289.88,289.54,289.8
2018-08-31 14:00:00,289.8,289.83,289.33,289.58
2018-08-31 15:00:00,289.58,290.48,289.49,290.23
2018-09-04 09:00:00,289.84,289.94,288.76,289.16
2018-09-04 10:00:00,289.16,290.21,289.16,290.07
2018-09-04 11:00:00,290.07,290.1,289.12,289.18
2018-09-04 12:00:00,289.18,289.34,288.68,289.26
2018-09-04 13:00:00,289.26,289.71,289.22,289.62
2018-09-04 14:00:00,289.62,290.01,289.5,289.93
2018-09-04 15:00:00,289.93,289.99,289.39,289.87
2018-09-05 09:00:00,289.41,289.64,288.83,288.86
2018-09-05 10:00:00,288.86,289.05,287.89,288.64
2018-09-05 11:00:00,288.64,288.87,288.08,288.69
2018-09-05 12:00:00,288.69,289.28,288.69,288.78
2018-09-05 13:00:00,288.78,289.48,288.74,289.12
2018-09-05 14:00:00,289.12,289.33,288.83,289.03
2018-09-05 15:00:00,289.03,289.29,288.6,289.06
2018-09-06 09:00:00,289.15,289.49,288.73,289.45
2018-09-06 10:00:00,289.45,289.49,287.36,287.74
2018-09-06 11:00:00,287.74,288.06,287.1,287.88
2018-09-06 12:00:00,287.88,287.93,287.28,287.28
2018-09-06 13:00:00,287.28,287.94,287.0,287.64
2018-09-06 14:00:00,287.64,288.21,287.56,287.94
2018-09-06 15:00:00,287.94,288.65,287.94,288.2
2018-09-07 09:00:00,286.98,287.99,286.71,287.77
2018-09-07 10:00:00,287.77,288.46,287.64,288.33
2018-09-07 11:00:00,288.33,288.69,288.1,288.14
2018-09-07 12:00:00,288.14,288.22,286.92,287.58
2018-09-07 13:00:00,287.58,287.6,287.09,287.15
2018-09-07 14:00:00,287.15,287.95,287.14,287.91
2018-09-07 15:00:00,287.91,287.95,287.22,287.56
2018-09-10 09:00:00,288.76,289.04,288.48,288.62
2018-09-10 10:00:00,288.62,288.75,288.02,288.24
2018-09-10 11:00:00,288.24,288.69,288.05,288.44
2018-09-10 12:00:00,288.44,288.44,287.88,287.98
2018-09-10 13:00:00,287.98,288.28,287.9,288.27
2018-09-10 14:00:00,288.27,288.45,288.18,288.39
2018-09-10 15:00:00,288.39,288.52,287.98,288.09
2018-09-11 09:00:00,287.36,287.92,286.98,287.86
2018-09-11 10:00:00,287.86,288.38,287.77,288.06
2018-09-11 11:00:00,288.06,289.4,288.05,289.4
2018-09-11 12:00:00,289.4,289.55,289.17,289.47
2018-09-11 13:00:00,289.47,289.54,289.05,289.16
2018-09-11 14:00:00,289.16,289.49,289.0,289.3
2018-09-11 15:00:00,289.3,289.45,288.95,289.11
2018-09-12 09:00:00,289.06,289.37,288.8,288.9
2018-09-12 10:00:00,288.9,289.29,288.23,288.5
2018-09-12 11:00:00,288.5,289.8,288.4,288.6
2018-09-12 12:00:00,288.6,289.21,288.56,289.0
2018-09-12 13:00:00,289.0,289.3,288.7,288.82
2018-09-12 14:00:00,288.82,288.94,288.56,288.81
2018-09-12 15:00:00,288.81,289.52,288.81,289.16
2018-09-13 09:00:00,290.32,290.93,290.2,290.67
2018-09-13 10:00:00,290.67,291.04,290.0,290.24
2018-09-13 11:00:00,290.24,290.78,290.02,290.78
2018-09-13 12:00:00,290.78,290.98,290.62,290.73
2018-09-13 13:00:00,290.73,290.79,290.5,290.56
2018-09-13 14:00:00,290.56,290.89,290.38,290.87
2018-09-13 15:00:00,290.87,290.9,290.38,290.82
2018-09-14 09:00:00,291.06,291.23,290.79,290.98
2018-09-14 10:00:00,290.98,291.14,290.52,291.04
2018-09-14 11:00:00,291.04,291.27,290.92,291.17
2018-09-14 12:00:00,291.17,291.19,290.16,290.32
2018-09-14 13:00:00,290.32,290.65,290.0,290.63
2018-09-14 14:00:00,290.63,290.8,290.57,290.75
2018-09-14 15:00:00,290.75,291.1,290.68,290.9
2018-09-17 09:00:00,290.82,290.86,290.28,290.48
2018-09-17 10:00:00,290.48,290.52,289.74,289.82
2018-09-17 11:00:00,289.82,290.27,289.8,290.17
2018-09-17 12:00:00,290.17,290.38,289.9,290.17
2018-09-17 13:00:00,290.17,290.25,289.6,289.96
2018-09-17 14:00:00,289.96,290.12,289.55,289.71
2018-09-17 15:00:00,289.71,289.78,289.04,289.34
2018-09-18 09:00:00,289.57,290.57,289.55,290.28
2018-09-18 10:00:00,290.28,290.84,289.97,290.8
2018-09-18 11:00:00,290.8,291.24,290.65,291.19
2018-09-18 12:00:00,291.19,291.46,290.95,291.01
2018-09-18 13:00:00,291.01,291.25,290.88,291.22
2018-09-18 14:00:00,291.22,291.57,291.16,291.28
2018-09-18 15:00:00,291.28,291.44,290.85,290.9
2018-09-19 09:00:00,290.97,291.54,290.95,291.2
2018-09-19 10:00:00,291.2,291.48,290.82,291.07
2018-09-19 11:00:00,291.07,291.68,291.01,291.49
2018-09-19 12:00:00,291.49,291.57,291.06,291.39
2018-09-19 13:00:00,291.39,291.42,291.1,291.26
2018-09-19 14:00:00,291.26,291.38,291.11,291.12
2018-09-19 15:00:00,291.12,291.47,291.08,291.24
2018-09-20 09:00:00,292.64,293.01,292.51,292.71
2018-09-20 10:00:00,292.71,293.19,292.68,292.95
2018-09-20 11:00:00,292.95,293.47,292.94,293.47
2018-09-20 12:00:00,293.47,293.6,293.3,293.56
2018-09-20 13:00:00,293.56,293.72,293.35,293.47
2018-09-20 14:00:00,293.47,293.73,293.38,293.67
2018-09-20 15:00:00,293.67,293.94,293.46,293.55
2018-09-21 09:00:00,293.1,293.22,292.83,292.9
2018-09-21 10:00:00,292.9,293.06,292.45,292.55
2018-09-21 11:00:00,292.55,292.9,292.41,292.84
2018-09-21 12:00:00,292.84,292.97,292.46,292.61
2018-09-21 13:00:00,292.61,292.67,292.32,292.57
2018-09-21 14:00:00,292.57,292.58,292.15,292.19
2018-09-21 15:00:00,292.19,292.38,291.81,292.01
2018-09-24 09:00:00,291.34,291.5,290.91,291.31
2018-09-24 10:00:00,291.31,291.35,290.37,290.83
2018-09-24 11:00:00,290.83,291.19,290.51,290.81
2018-09-24 12:00:00,290.81,290.95,290.56,290.65
2018-09-24 13:00:00,290.65,291.07,290.55,291.01
2018-09-24 14:00:00,291.01,291.18,290.91,291.02
2018-09-24 15:00:00,291.02,291.27,290.97,291.07
2018-09-25 09:00:00,291.53,291.65,291.18,291.22
2018-09-25 10:00:00,291.22,291.37,290.81,290.82
2018-09-25 11:00:00,290.82,291.46,290.66,291.31
2018-09-25 12:00:00,291.31,291.46,291.06,291.14
2018-09-25 13:00:00,291.14,291.14,290.48,290.78
2018-09-25 14:00:00,290.78,290.94,290.6,290.8
2018-09-25 15:00:00,290.8,290.99,290.5,290.7
2018-09-26 09:00:00,290.92,291.31,290.86,291.15
2018-09-26 10:00:00,291.15,291.39,290.69,291.31
2018-09-26 11:00:00,291.31,291.55,291.31,291.41
2018-09-26 12:00:00,291.41,291.63,291.29,291.63
2018-09-26 13:00:00,291.63,291.66,291.37,291.41
2018-09-26 14:00:00,291.41,292.24,291.28,291.38
2018-09-26 15:00:00,291.38,291.59,289.41,289.84
2018-09-27 09:00:00,290.44,290.78,290.1,290.63
2018-09-27 10:00:00,290.63,291.51,290.62,291.41
2018-09-27 11:00:00,291.41,291.69,291.22,291.69
2018-09-27 12:00:00,291.69,291.91,291.59,291.75
2018-09-27 13:00:00,291.75,291.76,291.37,291.43
2018-09-27 14:00:00,291.43,291.44,290.89,290.93
2018-09-27 15:00:00,290.93,291.08,290.41,290.65
2018-09-28 09:00:00,289.99,290.42,289.95,290.38
2018-09-28 10:00:00,290.38,291.11,290.18,291.0
2018-09-28 11:00:00,291.0,291.28,290.85,290.87
2018-09-28 12:00:00,290.87,291.04,290.29,290.7
2018-09-28 13:00:00,290.7,291.11,290.57,290.85
2018-09-28 14:00:00,290.85,290.87,290.48,290.57
2018-09-28 15:00:00,290.57,290.8,290.32,290.61
2018-10-01 09:00:00,292.13,292.65,292.01,292.59
2018-10-01 10:00:00,292.59,292.93,292.49,292.68
2018-10-01 11:00:00,292.68,292.75,292.35,292.52
2018-10-01 12:00:00,292.52,292.54,291.85,291.98
2018-10-01 13:00:00,291.98,292.26,291.91,292.04
2018-10-01 14:00:00,292.04,292.05,291.68,291.98
2018-10-01 15:00:00,291.98,292.08,290.98,291.67
2018-10-02 09:00:00,291.56,291.84,291.38,291.7
2018-10-02 10:00:00,291.7,291.92,291.15,291.66
2018-10-02 11:00:00,291.66,292.26,291.62,292.21
2018-10-02 12:00:00,292.21,292.36,291.86,291.98
2018-10-02 13:00:00,291.98,292.31,291.96,292.16
2018-10-02 14:00:00,292.16,292.33,291.77,291.84
2018-10-02 15:00:00,291.84,291.84,291.14,291.57
2018-10-03 09:00:00,292.72,292.88,292.48,292.5
2018-10-03 10:00:00,292.5,293.21,292.49,292.64
2018-10-03 11:00:00,292.64,292.87,292.33,292.87
2018-10-03 12:00:00,292.87,292.96,292.59,292.79
2018-10-03 13:00:00,292.79,292.93,292.62,292.76
2018-10-03 14:00:00,292.76,292.94,291.6,291.91
2018-10-03 15:00:00,291.91,292.03,291.32,291.78
2018-10-04 09:00:00,291.18,291.24,290.63,290.74
2018-10-04 10:00:00,290.74,290.74,289.43,289.68
2018-10-04 11:00:00,289.68,290.18,289.16,289.21
2018-10-04 12:00:00,289.21,289.37,288.28,288.76
2018-10-04 13:00:00,288.76,288.85,287.93,288.15
2018-10-04 14:00:00,288.15,289.16,287.66,289.06
2018-10-04 15:00:00,289.06,289.67,288.62,289.47
2018-10-05 09:00:00,289.69,290.27,289.4,289.42
2018-10-05 10:00:00,289.42,289.86,288.86,289.04
2018-10-05 11:00:00,289.04,289.07,287.01,287.04
2018-10-05 12:00:00,287.04,287.58,286.61,286.95
2018-10-05 13:00:00,286.95,287.38,286.22,287.23
2018-10-05 14:00:00,287.23,288.05,287.0,287.94
2018-10-05 15:00:00,287.94,288.36,287.42,287.89
2018-10-08 09:00:00,287.04,288.0,286.71,287.73
2018-10-08 10:00:00,287.73,288.19,287.39,287.57
2018-10-08 11:00:00,287.57,287.6,285.5,286.13
2018-10-08 12:00:00,286.13,286.54,285.57,285.6
2018-10-08 13:00:00,285.6,286.69,285.55,286.4
2018-10-08 14:00:00,286.4,287.94,286.34,287.59
2018-10-08 15:00:00,287.59,288.22,287.51,287.8
2018-10-09 09:00:00,287.4,287.87,286.77,287.84
2018-10-09 10:00:00,287.84,288.86,287.49,288.02
2018-10-09 11:00:00,288.02,288.6,287.54,288.52
2018-10-09 12:00:00,288.52,288.75,287.18,287.46
2018-10-09 13:00:00,287.46,287.95,287.03,287.67
2018-10-09 14:00:00,287.67,288.19,287.36,288.08
2018-10-09 15:00:00,288.08,288.15,287.34,287.43
2018-10-10 09:00:00,286.83,286.87,284.59,284.72
2018-10-10 10:00:00,284.72,285.05,283.95,284.26
2018-10-10 11:00:00,284.26,284.36,282.69,283.12
2018-10-10 12:00:00,283.12,283.88,282.74,283.03
2018-10-10 13:00:00,283.03,283.81,282.31,282.85
2018-10-10 14:00:00,282.85,282.95,281.05,281.63
2018-10-10 15:00:00,281.63,281.63,277.88,278.17
2018-10-11 09:00:00,277.08,278.9,276.21,278.78
2018-10-11 10:00:00,278.78,278.79,275.71,275.8
2018-10-11 11:00:00,275.8,276.88,273.91,276.12
2018-10-11 12:00:00,276.12,277.82,275.81,276.38
2018-10-11 13:00:00,276.38,276.9,274.9,275.99
2018-10-11 14:00:00,275.99,276.14,270.36,272.49
2018-10-11 15:00:00,272.49,275.7,272.0,272.26
2018-10-12 09:00:00,276.77,277.09,275.67,276.63
2018-10-12 10:00:00,276.63,276.95,275.06,276.12
2018-10-12 11:00:00,276.12,276.5,274.22,274.87
2018-10-12 12:00:00,274.87,274.91,272.37,273.57
2018-10-12 13:00:00,273.57,274.74,272.88,273.85
2018-10-12 14:00:00,273.85,274.63,272.66,274.45
2018-10-12 15:00:00,274.45,277.01,273.9,276.01
2018-10-15 09:00:00,275.52,276.14,275.11,275.26
2018-10-15 10:00:00,275.26,275.71,274.3,275.57
2018-10-15 11:00:00,275.57,276.65,275.11,275.23
2018-10-15 12:00:00,275.23,276.06,274.62,275.75
2018-10-15 13:00:00,275.75,276.84,275.67,276.56
2018-10-15 14:00:00,276.56,277.04,275.36,276.73
2018-10-15 15:00:00,276.73,276.95,274.46,274.48
2018-10-16 09:00:00,276.57,277.0,276.07,277.0
2018-10-16 10:00:00,277.0,278.1,276.67,278.08
2018-10-16 11:00:00,278.08,278.69,277.78,278.66
2018-10-16 12:00:00,278.66,279.02,278.36,278.98
2018-10-16 13:00:00,278.98,279.75,278.78,279.36
2018-10-16 14:00:00,279.36,280.03,279.36,279.53
2018-10-16 15:00:00,279.53,280.82,279.26,280.3
2018-10-17 09:00:00,280.44,280.46,279.13,279.13
2018-10-17 10:00:00,279.13,279.48,277.56,278.21
2018-10-17 11:00:00,278.21,280.29,277.79,280.27
2018-10-17 12:00:00,280.27,281.0,279.98,280.66
2018-10-17 13:00:00,280.66,281.15,280.52,280.76
2018-10-17 14:00:00,280.76,280.97,279.19,280.68
2018-10-17 15:00:00,280.68,280.79,279.39,280.41
2018-10-18 09:00:00,279.38,279.48,278.49,278.74
2018-10-18 10:00:00,278.74,280.07,278.32,279.89
2018-10-18 11:00:00,279.89,280.0,276.09,276.53
2018-10-18 12:00:00,276.53,277.93,276.22,277.18
2018-10-18 13:00:00,277.18,277.39,274.97,275.4
2018-10-18 14:00:00,275.4,277.07,275.29,276.39
2018-10-18 15:00:00,276.39,277.02,275.57,276.47
2018-10-19 09:00:00,277.12,278.79,277.09,278.44
2018-10-19 10:00:00,278.44,279.3,278.2,278.71
2018-10-19 11:00:00,278.71,279.0,277.23,277.98
2018-10-19 12:00:00,277.98,278.17,275.98,276.86
2018-10-19 13:00:00,276.86,277.61,276.18,276.73
2018-10-19 14:00:00,276.73,276.94,275.47,276.43
2018-10-19 15:00:00,276.43,277.11,275.89,276.19
2018-10-22 09:00:00,277.0,277.36,275.07,275.36
