Date,Open,High,Low,Close,Volume
2022-10-03 17:40:00,19548.46,19574.72,19547.7,19570.24,956.44629
2022-10-03 17:45:00,19570.24,19598.0,19554.4,19559.91,1700.67297
2022-10-03 17:50:00,19558.43,19573.13,19534.55,19536.51,1047.66304
2022-10-03 17:55:00,19537.75,19556.84,19525.6,19547.0,737.93064
2022-10-03 18:00:00,19547.0,19572.71,19545.45,19565.63,1042.28025
2022-10-03 18:05:00,19566.9,19639.12,19541.18,19543.65,1670.99808
2022-10-03 18:10:00,19543.65,19618.51,19542.58,19593.2,1710.78775
2022-10-03 18:15:00,19593.19,19640.0,19591.51,19611.65,1347.16838
2022-10-03 18:20:00,19611.65,19622.48,19577.11,19589.3,1032.32719
2022-10-03 18:25:00,19588.15,19620.13,19580.52,19600.44,995.89015
2022-10-03 18:30:00,19600.44,19616.78,19574.18,19577.93,1136.52822
2022-10-03 18:35:00,19576.28,19612.94,19575.9,19596.39,858.46997
2022-10-03 18:40:00,19596.76,19633.99,19594.02,19619.07,1020.92054
2022-10-03 18:45:00,19619.07,19646.93,19586.42,19587.3,1328.98814
2022-10-03 18:50:00,19588.86,19617.92,19587.26,19612.44,937.88482
2022-10-03 18:55:00,19612.44,19650.0,19609.85,19611.65,1112.73697
2022-10-03 19:00:00,19613.0,19631.43,19562.24,19581.45,1492.18507
2022-10-03 19:05:00,19581.45,19599.95,19470.03,19479.62,1657.14492
2022-10-03 19:10:00,19479.62,19547.25,19477.52,19512.51,2191.42611
2022-10-03 19:15:00,19512.51,19519.11,19431.06,19471.69,1869.24746
2022-10-03 19:20:00,19471.69,19573.09,19466.21,19554.86,1491.7542
2022-10-03 19:25:00,19554.86,19594.14,19520.0,19533.14,1379.80698
2022-10-03 19:30:00,19533.14,19567.24,19495.17,19528.6,1271.32363
2022-10-03 19:35:00,19529.83,19559.8,19518.85,19533.78,830.01827
2022-10-03 19:40:00,19534.76,19535.81,19484.83,19504.46,1087.46789
2022-10-03 19:45:00,19505.59,19524.71,19495.31,19504.82,903.02281
2022-10-03 19:50:00,19503.88,19533.6,19487.99,19523.13,1101.78678
2022-10-03 19:55:00,19521.95,19544.5,19493.0,19541.38,989.89026
2022-10-03 20:00:00,19543.31,19560.0,19529.12,19544.65,904.27253
2022-10-03 20:05:00,19544.65,19563.15,19530.55,19561.0,600.74987
2022-10-03 20:10:00,19561.0,19582.69,19544.36,19550.33,897.64208
2022-10-03 20:15:00,19549.98,19564.87,19544.29,19553.35,695.81183
2022-10-03 20:20:00,19553.35,19554.12,19508.83,19530.87,775.83343
2022-10-03 20:25:00,19532.31,19536.53,19513.83,19529.87,531.22599
2022-10-03 20:30:00,19529.06,19542.15,19518.35,19524.32,553.82475
2022-10-03 20:35:00,19525.52,19542.64,19522.48,19538.09,512.93944
2022-10-03 20:40:00,19538.09,19552.99,19530.9,19536.61,633.74932
2022-10-03 20:45:00,19536.12,19563.48,19529.22,19557.26,700.34306
2022-10-03 20:50:00,19558.48,19600.0,19554.11,19577.74,872.3645
2022-10-03 20:55:00,19577.74,19606.55,19566.0,19592.43,865.31566
2022-10-03 21:00:00,19592.43,19597.0,19563.81,19571.69,625.80503
2022-10-03 21:05:00,19571.66,19575.39,19542.67,19551.56,423.62525
2022-10-03 21:10:00,19551.56,19554.1,19537.78,19543.96,343.42428
2022-10-03 21:15:00,19543.96,19571.7,19543.21,19566.23,436.47105
2022-10-03 21:20:00,19565.5,19579.99,19564.59,19575.29,249.07564
2022-10-03 21:25:00,19575.29,19591.32,19568.82,19570.13,350.0544
2022-10-03 21:30:00,19570.13,19573.0,19562.55,19568.62,148.03718
2022-10-03 21:35:00,19568.62,19590.0,19563.95,19578.61,403.74459
2022-10-03 21:40:00,19577.16,19599.3,19573.89,19576.0,391.255
2022-10-03 21:45:00,19576.47,19578.58,19541.41,19566.2,341.93027
2022-10-03 21:50:00,19566.93,19567.98,19525.0,19530.06,359.45242
2022-10-03 21:55:00,19528.53,19559.81,19528.26,19553.72,358.25387
2022-10-03 22:00:00,19555.17,19570.0,19543.0,19548.02,467.57252
2022-10-03 22:05:00,19547.34,19604.99,19544.29,19577.48,659.1187
2022-10-03 22:10:00,19577.48,19594.64,19555.59,19571.67,448.86318
2022-10-03 22:15:00,19572.75,19580.49,19535.0,19536.12,772.06783
2022-10-03 22:20:00,19537.51,19560.41,19531.47,19547.54,707.75045
2022-10-03 22:25:00,19547.54,19569.64,19540.83,19551.93,432.84177
2022-10-03 22:30:00,19550.42,19560.68,19518.04,19538.42,647.03068
2022-10-03 22:35:00,19536.91,19549.77,19518.96,19526.02,675.91017
2022-10-03 22:40:00,19526.85,19540.0,19512.12,19528.27,821.22778
2022-10-03 22:45:00,19528.27,19537.81,19513.64,19515.2,511.23293
2022-10-03 22:50:00,19516.31,19529.34,19513.52,19522.5,476.31898
2022-10-03 22:55:00,19522.5,19539.87,19515.97,19519.02,514.64776
2022-10-03 23:00:00,19518.8,19566.58,19518.23,19564.49,735.81849
2022-10-03 23:05:00,19563.43,19589.82,19549.56,19589.11,650.67907
2022-10-03 23:10:00,19587.52,19633.49,19587.51,19618.86,1305.98601
2022-10-03 23:15:00,19618.86,19719.1,19589.8,19617.91,2694.72906
2022-10-03 23:20:00,19617.08,19685.48,19614.49,19658.38,1386.05196
2022-10-03 23:25:00,19657.49,19676.83,19635.0,19637.59,1034.84681
2022-10-03 23:30:00,19637.59,19663.13,19612.77,19646.42,1125.538
2022-10-03 23:35:00,19646.42,19664.43,19640.0,19649.8,707.39299
2022-10-03 23:40:00,19650.7,19655.49,19621.26,19625.24,800.11498
2022-10-03 23:45:00,19623.65,19628.15,19594.28,19609.13,869.81508
2022-10-03 23:50:00,19607.93,19636.25,19596.19,19614.22,770.44551
2022-10-03 23:55:00,19614.22,19642.54,19613.77,19629.08,883.35891
2022-10-04 00:00:00,19629.08,19638.53,19600.45,19612.7,938.56867
